3940,mata mama genama wenasak denenawa mata udau karanna mata udauwak karanna puluwan kenek,negative,youtube,q-wazEOUr-s,,,
3941,mataa oyaa hamdema tiyenaa mama mokada karannne emataa udau karannaaa pinsiddaweai,negative,youtube,q-wazEOUr-s,,,
3942,mata kama uyanna ba gedara dore wada karaganna amarui,negative,youtube,q-wazEOUr-s,,,
3943,mage yaluwek innawa mansika rogiyek ayawa manasika rohalakata atulatt kara ganne keseda kiyanna doktar,neutral,youtube,q-wazEOUr-s,,,
3944,matat meka tiyenwa et mata meka eyta kiynna bayayi eya godak kentiyen inna kenek,negative,youtube,q-wazEOUr-s,,,
3945,mn girl kenak mn yalu girl kenak ekka mta gedarata kiyanna be mn godak manasika wetila innee girl mta bainawa gedarata kiyannawat mge konda pana ne kiyalamta terennemta marenna hetenawa welawakata,negative,youtube,q-wazEOUr-s,,,
3946,mage husband me wage hariyata saka krnawa api nidagena idiyt babai mai nidi na kiynwa boru kiynawa ude ta reta diurann oni budu pahanata i babage oluwata atha tiylai,negative,youtube,q-wazEOUr-s,,,
3947,ane mata udau karanna mata epa wela thiyenne mata masa dhekaka idhan anawashya sithiwillak enawa mama eka ain karanna kochchara try karath hariyanne ne,negative,youtube,q-wazEOUr-s,,,
3948,doctor mage mahathaya daly drinks gannawa meka nathara kara ganna manowaeedy doctor kenek meet unoth mata vesadumak labeida,neutral,youtube,q-wazEOUr-s,,,
3949,matath mancika ladk thibba bahth aran sathyan hodauna,positive,youtube,q-wazEOUr-s,,,
3950,mata ketiyen kiyanna thiyenne eka deyai mata merenna ona,negative,youtube,q-wazEOUr-s,,,
3951,mata kauruth balan iddi akuru liyanna ba meka manasika ledakda atha weulanawa hithata bayak denenawa mekata wisdumak denna,negative,youtube,q-wazEOUr-s,,,
3952,mage athapaya weulanawa deyak karana kota minisu inna thenaka mata hithenne mage diha balagena innawa kiyala thaniyen deyak karana kota ahema nehe pirisak inna thenakata yanna behe biyak anawa mata udau karanna me ragaya mokakda help me,negative,youtube,q-wazEOUr-s,,,
3953,බුදු saranai oyatai babatai nangi dan ithin godak busy ne baba ekkapuluwan hama welema video aran enna love you cuteyyy,positive,youtube,kfT2qaBG4L8,,,
3954,god bless you nangi babatai oyatai mage baba hambune august 28 normal hambune matath babata kiri hariyata denna beri una godak tension ake hitiye oyage videos godak asawen balanawa,positive,youtube,kfT2qaBG4L8,,,
3955,ane oyatai babyti prissamin inn labenna oni mth ipadenkot kaha patai skin colour eka nisa tma doctorla kiuwe oya baya wenn epa baba hodin lassant innlabenn kiyl wish krnwa budusarani oytai babati,positive,youtube,kfT2qaBG4L8,,,
3956,ammatai babatai dennatama budu saranai ammemath january du patiyek genavamt inne puthek e nisa hugak aswen inne thank you oyage athdekim api ekka bedagnnavata,positive,youtube,kfT2qaBG4L8,,,
3957,nurse ලා නින්ද යනවා කියලා ගහන්නේ cinto නේද එයාලා එක සින්ටෝ කියලා කියන්නේ නෑ මන් දන්න විදියටනම්,neutral,youtube,kfT2qaBG4L8,,,
3958,පරිස්සමෙන් sathutin inna baba ekak god bless you,positive,youtube,kfT2qaBG4L8,,,
3959,akki labour room ekata oni badu dagena බකට් එක ගෙනියන්න දෙනවද,neutral,youtube,NVgIbZOq3WU,,,
3960,jesu පිහිටයි doctor mage ammata dn 91 අවුරුද්ද idala tiyanawa doctor manisaka leda eya ඉස්සර beheth biwa hidin hitiya dn අවුරුදු 5k තිස්සේ eya masa 3kata සැරයක් hospital natara karanaa පේරාදෙණිය hospital eke doctor dn hema maseka hospital nata karanwa mata,neutral,youtube,q-wazEOUr-s,,,
3961,මගෙ සහෝදරයා මානසික prathikara සඳහා මහා නුවර මහා රෝහලේ මාසයක් පමණ නේවාසික prathikaara ලැබුවා hitiyata වඩා ටිකක් හොඳයි නමුත් ඔහුගේ තියෙනවා පුදුම සැක හැමෝම ගැන සැකයෙන් බලන්නේ eheth එම විසඳිය සුව කරන්න විදියක් නැ එයාට බෙහෙත් කරන්න පිළියමක් කියන්න පුළුවන් නම් ගොඩක් වටිනවා,neutral,youtube,q-wazEOUr-s,,,
3962,මටත් ගොඩක් තරහා යනවා doctor mage boy frind හැමතිස්සෙම බනිනවා එයා සතියකට දෙපාරක් ව්තරම රන්ඩු වෙනවා මට ඒක මානසිකව වදයක් සම්බන්ධය නවත්තන්න හිත දෙන්නෙ nee මම මොනා කරත් දකින්නේ වැරදි විදිහට එයා මාව තේරුම් ගන්නේම nee මම ගොඩක් තනියම ඉන්න kemati kenek,negative,youtube,q-wazEOUr-s,,,
3963,මමත් ඔය තත්වයේ ඉන්නේ oy karunu 6 ya ඇතුළේ තුන්වන karanawath 6වන karanawa තුළ mama ඉන්නවා ඇත්තටම මට නිතරම හිතෙනවා මගේ ජීවිතය නැති කර ගන්න hithata loku duka denna මෙහෙම ජීවත් වෙන්නේ මොකටද කියලා hithen nohitha deyak na මට therenne na ලංකාවට අවම dr කෙනෙක් හම්බවෙන්න hithan inne,negative,youtube,q-wazEOUr-s,,,
3964,ane mata sthutthi aes deke කඳුළු pirenawa dukathth කඳුළු pirena wa මානසික රෝගය kda ane mekata uttrayak denna,negative,youtube,q-wazEOUr-s,,,
3965,මට වෙලාවකට හිතෙනවා මං මේ දේ කරේ නැත්නම් මට මෙහෙම වෙනවා mokadda mekata karanna oni mata dan meka epa wela inne man arahema kare nathnam eyaata mehema wenawa ohoma vikar dewal hithenawa man akamathi sithuwili mai enne ane plz man mekata mokadda karanna oni,negative,youtube,q-wazEOUr-s,,,
3966,laga inna ayath ekka kenthi ynw hethuk nathuw duka hithnw hethuwk nthuw adenw siyadiwi nasaa gnd hithenw hethuwk nthuw sathutu hethenw kisi wadak karnd hithenna meka මානසික රෝගයක්da doctor,negative,youtube,q-wazEOUr-s,,,
3967,අනේ doctor මටත් මේ හැමදේම තියෙනවා මාරම ඉක්මනට තරහ යනවා duka hithenawa dan mn job ek karaat mata eke nidahasak na kalpanawen kisima deyak karanna ba doctor kiwwa wage hama welema hadanne thaniyama inna,negative,youtube,q-wazEOUr-s,,,
3968,mtath me kiyna දේවල් thiyenwa ikmanta hoda wen na godak kal thiyenawa doctor mta tharaha yanwa anith ayath ekka habai eka yaluwo ekka iddi wadiya na paule ayai bf ekka ktha karaddi vitharai thiyenne,negative,youtube,q-wazEOUr-s,,,
3969,ඇත්තටම ඒක ගොඩාක් අමාරුයි ඒ ලෙඩේ තියෙනවා කියලා doctor kiuwa,negative,youtube,WvWXAZKt8mk,,,
3970,migraine තදින් ඇති වෙලාවක නාන එක හොදද doctor,neutral,youtube,WvWXAZKt8mk,,,
3971,meke වේදනාව danne haduna kenama thamai godk thnks,positive,youtube,WvWXAZKt8mk,,,
3972,mis issara mata kenthi giyama adenawa dan kenthi gihama loku oluva ridillak enawamata mona hari karaganna hithenawa vameneta enawa mokak hari ledakda ane mata uththarayak denna,negative,youtube,WvWXAZKt8mk,,,
3973,mata epa wela thiyenne me lede nisa doctor manasikawa wetila inne,negative,youtube,WvWXAZKt8mk,,,
3974,mokadda doctor ae behethamata denne vedana nashakamata godak kal idan hiruvarade thiyano,neutral,youtube,WvWXAZKt8mk,,,
3975,doctor mge konde godk ynawa dawsak hari nawe nathoth oluwe bibili danawa mge nalala godk ridenawa sarin sare samahara welawat oluwe wampaththa ridenawa,negative,youtube,WvWXAZKt8mk,,,
3976,doctor oyata godak pin mage yaluvatath thiyenavaeth eya pili ganne na doctor kenek hambenna kiuwta ahanneth na,positive,youtube,WvWXAZKt8mk,,,
3977,ane me video baluwat pase mata danune me lede kiylathank you so much doctor,positive,youtube,WvWXAZKt8mk,,,
3978,නවලෝකේන් බෙහෙතුත් ගත්තා ඒත් හරියන්නේ නෑ doctor ලබන අවුරුද්දේ al bio කරන්නේ,negative,youtube,WvWXAZKt8mk,,,
3979,thank you doctor matath hadenawa,positive,youtube,WvWXAZKt8mk,,,
3980,අනේ කවුරු හරි කියන්නකො මේ ලෙඩේ හැදුනම මේ කැක්කුම හැදෙන තැන ලාවට හිරි වැටිල වගේ තියෙනවද plizz,neutral,youtube,WvWXAZKt8mk,,,
3981,වේදනා නාශක beheth eke name eka kiyannako,neutral,youtube,WvWXAZKt8mk,,,
3982,migraine walata oluwa dewillak enwd mulu dawasama eka digt thyliyenwd adu wennem nethuw,neutral,youtube,WvWXAZKt8mk,,,
3983,meya sanipa karanna puluwanda kohomadasinhala behath katagena yanawa,neutral,youtube,WvWXAZKt8mk,,,
3984,mama dnneth nh mta migraine,neutral,youtube,WvWXAZKt8mk,,,
3985,mata me lakshna thynwa oluwa pththk renwa oluwa rdenn gththm pudum amruimitgrend kyla thma mt hthgnn ba,negative,youtube,WvWXAZKt8mk,,,
3986,doctor migraine thiyna kenekta nahayen le enawada,neutral,youtube,WvWXAZKt8mk,,,
3987,ane mage mahathya me dan sathiyakata vediya vidavanva ea nisami me video ekak hoyala beluve ane eyata ikman suwya,negative,youtube,WvWXAZKt8mk,,,
3988,ane mtath hedenwa mn thama ඉගෙන gannawa mt pdm krnnawath bh oluwe kekkuma nisa nidimathak enwa mn gdk apahasu thawayakt path wela inne me oluwe kekkuma nisa,negative,youtube,WvWXAZKt8mk,,,
3989,ane madam hitapu gaman mage oluwa dige ridigena yanw e mokd mis,negative,youtube,WvWXAZKt8mk,,,
3990,divya shakthi oil eka pavichchi karanna hondai,positive,youtube,WvWXAZKt8mk,,,
3991,matath aurudu ganaka idan hedenawa kisima kenekuta meka hedenna epa oba thumiyata godak pin apiwa denuwath kalata bs,negative,youtube,WvWXAZKt8mk,,,
3992,doctor හිට ගෙන ඉන්නකොට balance නැති ගතියක් කලාන්ත ගතියක් වෙව්ලන ගතියක් එන්නෙ migraine නිසාද,neutral,youtube,WvWXAZKt8mk,,,
3993,doctor matath aurudu 18i hamawelemaoluwe kakuma kalekata enne dn nm nithara nithara eno giya aurudde beheth gtt e doctor,neutral,youtube,WvWXAZKt8mk,,,
3994,mata num nida gathama ටිකක් adu වෙනවා,positive,youtube,WvWXAZKt8mk,,,
3995,ඩොක්ට මට හැදුනාම thenk you,negative,youtube,WvWXAZKt8mk,,,
3996,doctor meningioma කියන්නේ මෙනෙ වගේ දෙයක්දරෝගයක්ද,neutral,youtube,WvWXAZKt8mk,,,
3997,oya kiyapu serama mata thiyenawa man hithuwe peshar kiyala mata auwe yanna be gada suwada iwasanna be sadda lait hedunama aniwaryen wamane yanawa,negative,youtube,WvWXAZKt8mk,,,
3998,අම්මේ goodaaak pin docter oyatame dewal danaganna salassuwatamata migreen thiyana kenek,positive,youtube,WvWXAZKt8mk,,,
3999,ammoooo wasa bonna හිතෙනවා e danena වේදනාව,negative,youtube,WvWXAZKt8mk,,,
4000,thank you doctor ඒ වේදනාව කියන්න තේරෙන්නේ නෑ හැදුන කෙනෙක්ම විතරයි දන්නේ,positive,youtube,WvWXAZKt8mk,,,
4001,මගේ girlfriendටත් මේක තියෙනවා video එක බැලුවේ ඒක හැදුනාම එයාට ගොඩක් අමාරුයි,negative,youtube,WvWXAZKt8mk,,,
4002,ane doctor man penadol davasakata 8k ho 10k bonava oluva rade adu vennema na,negative,youtube,WvWXAZKt8mk,,,
4003,matath oluwa ridenawawediya ganan gaththe nehemawelema ridenawa welawakatadaraganna harima amaruime,negative,youtube,WvWXAZKt8mk,,,
4004,dr oba thumiyage desanawa ahan ada oya dala thiyana sadde ahannada mage lede thawa wadiwenawa oka ahanakota,negative,youtube,WvWXAZKt8mk,,,
4005,අවුරුදු 16දී හැදුනාම පිස්සු හැදෙනවා ol නිසා මේ ලෙඩේ එපා වෙලා තියෙන්නෙ,negative,youtube,WvWXAZKt8mk,,,
4006,mygren වලින් mama wagema duk විඳින හැමෝම සුවපත් වේවා,positive,youtube,WvWXAZKt8mk,,,
4007,migraine නම් ගොඩක් දුරට සුව වෙනවනමුට් depression ආවම අයේ එනවා,neutral,youtube,WvWXAZKt8mk,,,
4008,depression migraine එකට තියෙන කෙනෙක් පුදඅ දුකක විදින්නෙ,negative,youtube,WvWXAZKt8mk,,,
4009,migrainedepression එකතු උනම දැනෙනෙ වේදනවා කියල වැඩක් නේ,negative,youtube,WvWXAZKt8mk,,,
4010,dr ඕනිවට වඩා දේවල් ගැන හිතද්දිත් කොණ්ඩෙ යනවද,neutral,youtube,WvWXAZKt8mk,,,
4011,migraine දන්න කිසිම කෙනෙක්ට හැදෙන්න එපා ඒ වේදනව විදිනවා මම මැරෙන්න හිතෙන වාර අනන්තයි,negative,youtube,WvWXAZKt8mk,,,
4012,migraine kiyala nm dannawa kalin behet aragrnath thinaw dn apahu hadiladoctor kenek lagata noya famasiyen migraine wlt behet gaththat kamak nadda,neutral,youtube,WvWXAZKt8mk,,,
4013,thank you doctor oyage පැහැදිලි kirima ගොඩක් වැදගත්,positive,youtube,WvWXAZKt8mk,,,
4014,ane doctar mage oluwa helawenakota navila innakota godak rirenawa ai e,negative,youtube,WvWXAZKt8mk,,,
4015,migraine nam kiyanne karumayak appa epa wenawa man nam kiyanne deviyantama katawathma hadenna epa kiyala,negative,youtube,WvWXAZKt8mk,,,
4016,doctor oya ledeta can you help me,neutral,youtube,WvWXAZKt8mk,,,
4017,Mention කරන්න කවුරුත් suggest වෙන්නේ නෑ නේ,neutral,facebook,Hiru Gossip,,,
4018,edaa makeup krhma,neutral,facebook,Hiru Gossip,,,
4019,wed iwr krla thiyapan,neutral,facebook,Hiru Gossip,,,
4020,ubanr akk uba krpn,negative,facebook,Hiru Gossip,,,
4021,wathura genna pls,neutral,facebook,Hiru Gossip,,,
4022,mata nam weda kiyan ne,neutral,facebook,Hiru Gossip,,,
4023,hoda welawata love ekk nththe,negative,facebook,Hiru Gossip,,,
4024,Wedanawakin thora ikmn maranayk,negative,facebook,Hiru Gossip,,,
4025,anna anna natamu mithura,positive,facebook,Hiru Gossip,,,
4026,oka tmy une cls ekedi eda,neutral,facebook,Hiru Gossip,,,
4027,ai donee horen blne Mawa ape gedrt awilam blala plynko,neutral,facebook,Hiru Gossip,,,
4028,siiyee hora wada krnn epa,negative,facebook,Hiru Gossip,,,
4029,wenna beri deyak,neutral,facebook,Hiru Gossip,,,
4030,adrei aththtma,positive,facebook,Hiru Gossip,,,
4031,oyage ema newe neda,neutral,facebook,Hiru Gossip,,,
4032,Kollek adaddi aul,negative,facebook,Hiru Gossip,,,
4033,Sathayak hamba nokara nikan hambena hil jokku edapu un raja unama ohoma thama,negative,facebook,Hiru Gossip,,,
4034,Respect for showing this But a minissunge face blur kerala oka dammanm tawath respect,positive,facebook,Hiru Gossip,,,
4035,Welawakata hithenawa mewath vipakshe wadamada Manda minussu dammala karanne kiyalath,neutral,facebook,Hiru Gossip,,,
4036,Pau mee ahinsaka minissuu Hama paththenma minissunwa hira karanawaa,negative,facebook,Hiru Gossip,,,
4037,Me kaletwat chnce ekak denna one awl wde,negative,facebook,Hiru Gossip,,,
4038,Ado Kollek Adaddi awul bn Marama kalakanni inne,negative,facebook,Hiru Gossip,,,
4039,Ub gihin ehenm salli dipn uta kadayak gann gobbya දුප්පත් හින්දා තමා whuththo මහ පාරේ bussiness krnne thopi wage gothayont ewa therenna,negative,facebook,Hiru Gossip,,,
4040,Okun upathinma kuhakai ban ubala vage edaveela hamba karan kana un penna baa,negative,facebook,Hiru Gossip,,,
4041,Manussyekge wedanwak danne nethi gon hattha dana gon comment walata uttara denna Epanm okun avilla gonnu,negative,facebook,Hiru Gossip,,,
4042,Theruwan saranin jayama wewa,positive,facebook,Hiru Gossip,,,
4043,Siyaludenata kisidu apadawak nowewa,positive,facebook,Hiru Gossip,,,
4044,Congratulations budu saranai god bless you,positive,facebook,Hiru Gossip,,,
4045,Subapathum,positive,facebook,Hiru Gossip,,,
4046,අපි පින් කලා ඒ live එක බලන්නත්,positive,facebook,Hiru Gossip,,,
4047,Mun handatath gihilla awa man me sigiriye yanna plan ekak gahanawa thama,neutral,facebook,Hiru Gossip,,,
4048,oyage අනාවැකි karya kiwwa neda enne na kiyla,neutral,facebook,Hiru Gossip,,,
4049,Hade idalada vedio karanne,neutral,facebook,Hiru Gossip,,,
4050,Government universities වලට හිනා වෙන උන්ගෙ ඇත්ත තත්වය,negative,facebook,Hiru Gossip,,,
4051,wela thiyene cmpus ek eliye nm mokd cmpus eke nama hoyn thiyen amaruwa,neutral,facebook,Hiru Gossip,,,
4052,Iyyyo monada may wenney lassana tharuna jeevitha,negative,facebook,Hiru Gossip,,,
4053,Kage Hari daruwek ne ai me lamai mechchara darunu,negative,facebook,Hiru Gossip,,,
4054,මැරිච්ච දරුවට ඉන්න දෙන්න දැන් ඉතිං අම්මෝ ඔස්තාර්ලගේ comments බලන්න ගියහම එපා වෙනවා,negative,facebook,Hiru Gossip,,,
4055,Karma karumyk,negative,facebook,Hiru Gossip,,,
4056,cctv balanna,neutral,facebook,Hiru Gossip,,,
4057,Eka uge patta karumyk,negative,facebook,Hiru Gossip,,,
4058,Sathutin merenna athi,negative,facebook,Hiru Gossip,,,
4059,baya wenna epa halo apith ekka thawa 41k innwa,positive,facebook,Hiru Gossip,,,
4060,Supirima gonnu thamai,negative,facebook,Hiru Gossip,,,
4061,Sri Lanka Police please take an action,neutral,facebook,Hiru Gossip,,,
4062,meka gana hoyanna mahattayo paw ara ahinsaka manussaya,negative,facebook,Hiru Gossip,,,
4063,rply video ekk oni,neutral,facebook,Hiru Gossip,,,
4064,Me kalakanniyatath oya wgema denna ona munata helmet prk,negative,facebook,Hiru Gossip,,,
4065,Wenna kiyanawa newai itin oya wage welawata tama bus ekak lorry ehema udin yanna one una hoda wenna wamen dala loku wadak kara wage dagalanwata kalakanniya,negative,facebook,Hiru Gossip,,,
4066,Ok e karapu wadeta oka sawalen ain karanna sidda wenna ona wadikal yanna kalin,negative,facebook,Hiru Gossip,,,
4067,Nagitala kana palenna denna one pare yanna dannathi higanno,negative,facebook,Hiru Gossip,,,
4068,Goda ganna amarui mahaththaya den terenakota hugak Aya policeya ath erala gihin,negative,facebook,Ada Derana Sinhala,,,
4069,Superb kollane respect for what you have done for your land,positive,facebook,Drone Mudiyanse,,,
4070,Script එක කලින් දෙනවද,neutral,facebook,Drone Mudiyanse,,,
4071,Oya shakthiya yodawala ara uddaya nawaththapanko,neutral,facebook,Drone Mudiyanse,,,
4072,Ivarai ubath ahu wunada me patta pal baru karayata salli wlta gon wda krnna epa bn,negative,facebook,Drone Mudiyanse,,,
4073,Ane manikak lassanai ammek mamat ipadiyan duwe ube ammage kusema ane oyate niwan suwa labewa duwe,positive,facebook,Drone Mudiyanse,,,
4074,Ayyo Dan kiparak kiwDa dennakiyala,negative,facebook,Korean Drama and Chainese Dramas SL,,,
4075,මේක සුපිරි film එක බලන්න විදියක් නැද්ද ආයෙමත්,positive,facebook,සිනමාවේදීන් - The Cinema People,,,
4076,Oya entry scene eka top,positive,facebook,සිනමාවේදීන් - The Cinema People,,,
4077,ලස්සන කතාවක්. ඇක්ටින් next level.,positive,facebook,සිනමාවේදීන් - The Cinema People,,,
4078,Mn baluwa pissu hadena fhilm ekak hitha gnna ba mokakda wenne kiyla dawas ganak kalpaname fhilm eka gana habai supiri fhilm ekak,positive,facebook,සිනමාවේදීන් - The Cinema People,,,
4079,Oka balanna epa හේතුව මං ඔළුවට වැටුනු ගැට ටික ලෙහන් ඇවිත් කියන්නම්,negative,facebook,සිනමාවේදීන් - The Cinema People,,,
4080,Time Loop ekaka hirawela,neutral,facebook,සිනමාවේදීන් - The Cinema People,,,
4081,Supiryak oka E wg thw ewa recommend krnnooo,positive,facebook,සිනමාවේදීන් - The Cinema People,,,
4082,මේක බලලා මට තාම මොංගල් වගේ,negative,facebook,සිනමාවේදීන් - The Cinema People,,,
4083,අමෝ ඔවු මේ මගුල බැලුවාම track පනිනව,negative,facebook,සිනමාවේදීන් - The Cinema People,,,
4084,Maha buru kellek Nikan jiwitha winasa kara gannawa Mewa balala wath podi kello hedenawa nam hodayi,negative,facebook,සිනමාවේදීන් - The Cinema People,,,
4085,Tranding eka blhn mru gammak alnne,positive,facebook,සිනමාවේදීන් - The Cinema People,,,
4086,Me story eke maara therumak tiynne,positive,facebook,සිනමාවේදීන් - The Cinema People,,,
4087,Supiriyi eka nam aththatamata samajayata adarshayak,positive,facebook,සිනමාවේදීන් - The Cinema People,,,
4088,Ade me ubamada bn aduragannath be,neutral,facebook,සිනමාවේදීන් - The Cinema People,,,
4089,Thawath idiriyata yahapthakma wewa puthe,positive,facebook,Gossip Bro,,,
4090,Oya tharam athta kiyana kenek na godak adarei,positive,facebook,Gossip Bro,,,
4091,Weshwa mathawata අනේක වාරයක් esthuthi wantha වේවා,positive,facebook,Gossip Bro,,,
4092,Pin athweyi ekama deyak ahanne api aluth desana oni ape hamburuwane,positive,facebook,Kathnoruwe Siridhamma Hamuduruwo,,,
4093,Shopping බෑග් වලට සල්ලිත් එකතු කරනවද කලින් වගේ,neutral,facebook,Kathnoruwe Siridhamma Hamuduruwo,,,
4094,Promotion ekak ubata bn,neutral,facebook,Hiru Gossip,,,
4095,Oyge voice eka bawanawak aththm kiuwoth music onem na me sinduwa ahan inn maram lassnyi maru,positive,facebook,FM Derana,,,
4096,Woow fantastic weldone darling Jayaweewa,positive,facebook,FM Derana,,,
4097,Eka wenama level ekak akke,positive,facebook,Erandi Madushika,,,
4098,Real Content,positive,facebook,Kehelmala,,,
4099,Ane math kiyala thiyeyi mata mathakayi Ahenna kiwwada kiyala nam mathaka na Kohoma hari meken samajagatha karana de nam wadagath And so creative and so funny But creepy,neutral,facebook,Kehelmala,,,
4100,kollath comments danna,neutral,facebook,TV Plus,,,
4101,Redda thamai kapati ganu,negative,facebook,TV Plus,,,
4102,MUN denna me karannay mara apahasayak cheflata thuk nodokin para ballo,negative,facebook,Blok & Dino,,,
4103,Samahara private class karapu guruwaru government uganana teacherslatath vada hodi,positive,facebook,Kumalinda Nimeshka,,,
4104,Ohoma kalakanni guruwaruth hitiya,negative,facebook,Kumalinda Nimeshka,,,
4105,Mekiget tatte gala ewanna ona,negative,facebook,Malinda Nanayakkara,,,
4106,Ubatath gotha ganiyekda inne gahala hadaganin fb aka copi karanna apa moda patai,negative,facebook,Couple Crunchy,,,
4107,Asset කියන්නෙ සරලවම ආදායම් උත්පාදනය කරන දේවල්,neutral,facebook,Cash Logics,,,
4108,Eyata katawa kiyanna ida deela ahagena inna eka niyamai,positive,facebook,Cash Logics,,,
4109,Mama duppath ne hitha mara posth,positive,facebook,Cash Logics,,,
4110,Api try kara apita oyalata wage nam dunne na Owa oya tharam hodata denne oyalata vitharayi,negative,facebook,Travel Today,,,
4111,Nyama acting nyama frames editing story telling,positive,facebook,Kehelmala,,,
4112,Mewage minissu inna tharamata lankawa goda hithe kahatak nathi manussayek,positive,facebook,Yunesh Production,,,
4113,කාලෙකින් දැක්කේ සුපිරි content ටිකක් ලස්සනයි dark background වගේ මොනා උනත් සුපිරිම angle එකකට shoot කරලා තියනවා,positive,facebook,Kehelmala,,,
4114,Melo meaning ekak nathi video ekak Mokakda meken kiyanna hadanne,negative,facebook,Kehelmala,,,
4115,Pereta ganiyek kama dakala navage pissu holmana,negative,facebook,Couple Crunchy,,,
4116,Ado ohoma thamai kala bila inna oni api merena minissu,negative,facebook,Couple Crunchy,,,
4117,Mt nam set na broo karachchalayak wage mt witharada ehema,negative,facebook,I Love You,,,
4118,Thaththala daruwange sathuta dakala e gena sathutu kadulu heluwe horen,positive,facebook,I Love You,,,
4119,Okkoma ragili tika kalayay kalayak yaddi okkoma athitheta ekathu wenawa,neutral,facebook,පරණ රැප් පාසල,,,
4120,Me mutanm serawatama trac,negative,facebook,Dubai Lanka Hub,,,
4121,Ane ube looks Issela uba hariyata oya trick eka karapan,negative,facebook,Dubai Lanka Hub,,,
4122,Sundara vachana kiyanne hodama osuvak hitak suvapat venna Sundara vachana valin puluvan pin kusal raskaranna budu saranai,positive,facebook,Dubai Lanka Hub,,,
4123,Sinhlen kiynnko nettm english walin witrk kiynna boru posh dnne netuwa,negative,facebook,Empire Clothing,,,
4124,Asama charitha deak harima nihathamani,positive,facebook,Snap TV,,,
4125,Godkm pin e dennage jivitha dekama araksha karala dunnata ardaraniya hadavathak thiyen ayta tamai oya wage rakia karanna puluwan,positive,facebook,Canadian Dreamer,,,
4126,Uthurannama hariyanna oni oyaala dennatama,positive,facebook,Bamuna,,,
4127,Aduma tharame auntywath nokiya nende kiyanna tharam kind,negative,facebook,Bamuna,,,
4128,Ketiyenma kiyanawanm ada kale lamai naa Mona sapayakda manda un baden eliyata awa gaman amuthu amuthu ewa karanne Ape kale thibba sundara lama kalaya aye enne naa Dan lamaimge mole wikurthi wela thiyenne Ane manda,negative,facebook,Lankans Aussie Diary,,,
4129,Den lama samajaya iwarai meyata demaupiyan waga kiva uthui,negative,facebook,Lankans Aussie Diary,,,
4130,,neutral,facebook,ADEE - අදී's post,,,
4131,Mewa visabeeja lankawata oone nehe Thamilnaduwa vinasa karanne mun thamai,negative,facebook,Neranjan Ilukthenna,,,
4132,මේ ලස්සන හරිම යුනීක් අද කාලේ ගොඩක් අය ෆැක්ටරි එකකින් එලියට දාලා වගේ Instagram faces AI faces plastic surgery lips and cheeks අතර මේ වගේ මුණවල් මාරම ලස්සනයි,positive,facebook,වි චා ර ක යා,,,
4133,Good work kiyala kiyanawa habai Australia kalin saththu marala dan carrot danawa,negative,facebook,වි චා ර ක යා,,,
4134,ape eun danne mona hari gone kathawak kiyala athal ganna witharai proud to be sri lankan,negative,facebook,වි චා ර ක යා,,,
4135,TikTok wala wage mewa karanna gihin lamai nawathinna behe wenawa,negative,facebook,වි චා ර ක යා,,,
4136,parents la balanne nathi nisa lamai wrong path ekata yanawa,negative,facebook,වි චා ර ක යා,,,
4137,Australia kale saththu marala dan good work kiyala penanna hadanawa,negative,facebook,වි චා ර ක යා,,,
4138,Good work kiyala kiyanne nam meka awareness ekak wage,neutral,facebook,වි චා ර ක යා,,,
4139,Australia wala mehema karanawa nam ape rate karanna puluwanda kiyala hithenawa,neutral,facebook,වි චා ර ක යා,,,
4140,parents saha teachers la responsibility eka ganna ona kiyala hithenawa,neutral,facebook,වි චා ර ක යා,,,
4141,dance ekak wage thamai penne habai inappropriate da kiyala sure na,neutral,facebook,වි චා ර ක යා,,,
4142,water denna idea eka hondada nadda kiyala discussion ekak thiyenawa,neutral,facebook,වි චා ර ක යා,,,
4143,Good work mewa ape rate minissunta igena ganna ona,positive,facebook,වි චා ර ක යා,,,
4144,respect me wage dewal karana aya,positive,facebook,වි චා ර ක යා,,,
4145,sathutui me wage good initiatives dakkama,positive,facebook,වි චා ර ක යා,,,
4146,god bless me wage wadak karapu ayata,positive,facebook,වි චා ර ක යා,,,
4147,Ane ow me ahinsaka sathunta help karanna one,positive,facebook,වි චා ර ක යා,,,
4148,Loku pinak wenawa meka karala denna,positive,facebook,වි චා ර ක යා,,,
4149,Api okkoma ekathu wela me sathunta saranak denna puluwan,positive,facebook,වි චා ර ක යා,,,
4150,Sathunta adare karanna ona eyalath jeewath wenna hakkiyak tiyenawa,positive,facebook,වි චා ර ක යා,,,
4151,Aloka wage wadak karanna puluwannam loku deyak,positive,facebook,වි චා ර ක යා,,,
4152,Me bill eka pass unoth sathunta godak hondai,positive,facebook,වි චා ර ක යා,,,
4153,Api puluwan widiyata street dogs balagamu,positive,facebook,වි චා ර ක යා,,,
4154,Godak ay support karanawa me idea ekata,positive,facebook,වි චා ර ක යා,,,
4155,Sathunta karuna dakwanna ona eka thamai manussakama,positive,facebook,වි චා ර ක යා,,,
4156,Me wage deyak karana ayata godak respect,positive,facebook,වි චා ර ක යා,,,
4157,Me okkoma boru kathawak wage kisima wedak wenne na,negative,facebook,වි චා ර ක යා,,,
4158,Anduwata mewa karanna one nemei minissu wenas wenna one,negative,facebook,වි චා ර ක යා,,,
